id,splitOnRecType,stimulusTag,splitOnExperimentDate,imageName,imagePatchIndex,celllabel,splitOnDelTag,currentPatchLocation_1,currentPatchLocation_2,MeanRespOn,SEM,nodeid,leafid
1,"exc","image","2016/08/10","00152",1,"Cell 1- on parasol","keep",1241,648,-735.528181814214,94.5428185912536,1,1
2,"exc","intensity","2016/08/10","00152",1,"Cell 1- on parasol","keep",1241,648,-673.196247169537,106.060357557942,1,2
3,"exc","image","2016/08/10","00152",2,"Cell 1- on parasol","keep",679,707,-57.4499611304678,20.4371190583653,1,3
4,"exc","intensity","2016/08/10","00152",2,"Cell 1- on parasol","keep",679,707,1.2403137509369,16.791635764673,1,4
5,"exc","image","2016/08/10","00152",3,"Cell 1- on parasol","keep",1287,606,-219.210550473179,34.3986367267685,1,5
6,"exc","intensity","2016/08/10","00152",3,"Cell 1- on parasol","keep",1287,606,-208.716174820845,34.5484862541075,1,6
7,"exc","image","2016/08/10","00152",4,"Cell 1- on parasol","keep",533,572,-43.4720150284546,13.2224890639285,1,7
8,"exc","intensity","2016/08/10","00152",4,"Cell 1- on parasol","keep",533,572,-15.4026388303385,10.396486915777,1,8
9,"exc","image","2016/08/10","00152",5,"Cell 1- on parasol","keep",690,764,-1.75018437881122,5.1436921108423,1,9
10,"exc","intensity","2016/08/10","00152",5,"Cell 1- on parasol","keep",690,764,-65.9670564156005,12.2971341924792,1,10
11,"exc","image","2016/08/10","00152",6,"Cell 1- on parasol","keep",1286,635,-639.04655787842,101.213927811109,1,11
12,"exc","intensity","2016/08/10","00152",6,"Cell 1- on parasol","keep",1286,635,-501.336707071935,84.9410102999419,1,12
13,"exc","image","2016/08/10","00152",7,"Cell 1- on parasol","keep",1153,358,-41.778993063486,10.2029484749412,1,13
14,"exc","intensity","2016/08/10","00152",7,"Cell 1- on parasol","keep",1153,358,-12.5938419408297,12.1610721780358,1,14
15,"exc","image","2016/08/10","00152",8,"Cell 1- on parasol","keep",1149,340,-104.847613379053,22.7479106422347,1,15
16,"exc","intensity","2016/08/10","00152",8,"Cell 1- on parasol","keep",1149,340,-117.665687730189,20.5129670265109,1,16
17,"exc","image","2016/08/10","00152",9,"Cell 1- on parasol","keep",1289,789,-249.664446292416,41.0991195546681,1,17
18,"exc","intensity","2016/08/10","00152",9,"Cell 1- on parasol","keep",1289,789,-229.708462461032,37.794558493962,1,18
19,"exc","image","2016/08/10","00152",10,"Cell 1- on parasol","keep",672,738,-139.360593808426,38.3181996748864,1,19
20,"exc","intensity","2016/08/10","00152",10,"Cell 1- on parasol","keep",672,738,-68.1810863530001,21.0018177043157,1,20
21,"exc","image","2016/08/10","00152",11,"Cell 1- on parasol","keep",357,359,-199.395376263809,35.0590568416147,1,21
22,"exc","intensity","2016/08/10","00152",11,"Cell 1- on parasol","keep",357,359,-135.162690548677,24.9454508435962,1,22
23,"exc","image","2016/08/10","00152",12,"Cell 1- on parasol","keep",453,350,-15.7834214080708,8.51619352439175,1,23
24,"exc","intensity","2016/08/10","00152",12,"Cell 1- on parasol","keep",453,350,-13.1201800101015,14.1954839880658,1,24
25,"exc","image","2016/08/10","00152",13,"Cell 1- on parasol","keep",1259,598,-201.548532113349,35.1487610310078,1,25
26,"exc","intensity","2016/08/10","00152",13,"Cell 1- on parasol","keep",1259,598,-159.922265974103,35.3303904366259,1,26
27,"exc","image","2016/08/10","00152",14,"Cell 1- on parasol","keep",1209,261,-447.814884636914,71.1143381738256,1,27
28,"exc","intensity","2016/08/10","00152",14,"Cell 1- on parasol","keep",1209,261,-389.332394926846,68.3362218002587,1,28
29,"exc","image","2016/08/10","00152",15,"Cell 1- on parasol","keep",1215,597,-17.7017240572246,17.4271767870028,1,29
30,"exc","intensity","2016/08/10","00152",15,"Cell 1- on parasol","keep",1215,597,27.3892403685285,13.8981882184039,1,30
31,"exc","image","2016/08/10","00152",16,"Cell 1- on parasol","keep",785,180,-5.18260191082382,18.1453209988448,1,31
32,"exc","intensity","2016/08/10","00152",16,"Cell 1- on parasol","keep",785,180,-24.1835716679589,16.5035584576361,1,32
33,"exc","image","2016/08/10","00152",17,"Cell 1- on parasol","keep",1285,697,-749.228270812928,119.329149272347,1,33
34,"exc","intensity","2016/08/10","00152",17,"Cell 1- on parasol","keep",1285,697,-820.711057469804,136.836065251225,1,34
35,"exc","image","2016/08/10","00152",18,"Cell 1- on parasol","keep",1157,301,-138.739156916196,24.4706553899354,1,35
36,"exc","intensity","2016/08/10","00152",18,"Cell 1- on parasol","keep",1157,301,-115.906904663394,26.1415441584837,1,36
37,"exc","image","2016/08/10","00152",19,"Cell 1- on parasol","keep",1303,683,-1033.1004919947,165.957347062679,1,37
38,"exc","intensity","2016/08/10","00152",19,"Cell 1- on parasol","keep",1303,683,-996.679611730949,167.933609194151,1,38
39,"exc","image","2016/08/10","00152",20,"Cell 1- on parasol","keep",1161,631,-31.3328858742143,10.3005941618285,1,39
40,"exc","intensity","2016/08/10","00152",20,"Cell 1- on parasol","keep",1161,631,-83.6644531874847,16.798887624561,1,40
41,"exc","image","2016/08/10","00152",21,"Cell 1- on parasol","keep",1114,294,-101.14933970424,8.44223165803386,1,41
42,"exc","intensity","2016/08/10","00152",21,"Cell 1- on parasol","keep",1114,294,-97.2236347019746,16.6163983635434,1,42
43,"exc","image","2016/08/10","00152",22,"Cell 1- on parasol","keep",708,741,-149.085353710548,19.2352126894704,1,43
44,"exc","intensity","2016/08/10","00152",22,"Cell 1- on parasol","keep",708,741,-161.22121342451,16.9559486746455,1,44
45,"exc","image","2016/08/10","00152",23,"Cell 1- on parasol","keep",1208,520,-94.0632941051323,23.7924676511373,1,45
46,"exc","intensity","2016/08/10","00152",23,"Cell 1- on parasol","keep",1208,520,-99.5834622371079,23.6923171939905,1,46
47,"exc","image","2016/08/10","00152",24,"Cell 1- on parasol","keep",252,337,-36.1786620755938,14.4426330973649,1,47
48,"exc","intensity","2016/08/10","00152",24,"Cell 1- on parasol","keep",252,337,-56.9758295676928,12.4449933183083,1,48
49,"exc","image","2016/08/10","00152",25,"Cell 1- on parasol","keep",1187,597,17.9602361541497,16.2674585575753,1,49
50,"exc","intensity","2016/08/10","00152",25,"Cell 1- on parasol","keep",1187,597,12.0935025533044,20.0621956862708,1,50
51,"exc","image","2016/08/10","00152",26,"Cell 1- on parasol","keep",377,669,-9.92412924655704,8.35211405924742,1,51
52,"exc","intensity","2016/08/10","00152",26,"Cell 1- on parasol","keep",377,669,-33.0575363427524,12.6422972203958,1,52
53,"exc","image","2016/08/10","00152",27,"Cell 1- on parasol","keep",695,724,-414.077422383169,38.4727014044364,1,53
54,"exc","intensity","2016/08/10","00152",27,"Cell 1- on parasol","keep",695,724,-558.564583400781,61.7652485592347,1,54
55,"exc","image","2016/08/10","00152",28,"Cell 1- on parasol","keep",1272,713,-103.241808095426,22.4110647134949,1,55
56,"exc","intensity","2016/08/10","00152",28,"Cell 1- on parasol","keep",1272,713,-37.363600247865,19.3936165331057,1,56
57,"exc","image","2016/08/10","00152",29,"Cell 1- on parasol","keep",1158,497,-127.988135423778,26.2581303195871,1,57
58,"exc","intensity","2016/08/10","00152",29,"Cell 1- on parasol","keep",1158,497,-34.496297080108,6.22448613587802,1,58
59,"exc","image","2016/08/10","00152",30,"Cell 1- on parasol","keep",1254,572,-201.996468490834,17.7658863426211,1,59
60,"exc","intensity","2016/08/10","00152",30,"Cell 1- on parasol","keep",1254,572,-79.2865747512608,7.3438964534122,1,60
1,"exc","image","2016/08/10","00152",1,"Cell 2 - on parasol","keep",1241,648,-568.351462629359,40.1949508341647,2,1
2,"exc","intensity","2016/08/10","00152",1,"Cell 2 - on parasol","keep",1241,648,-560.141949817768,41.4289365798564,2,2
3,"exc","image","2016/08/10","00152",2,"Cell 2 - on parasol","keep",679,707,-52.7675620354036,17.0305893644922,2,3
4,"exc","intensity","2016/08/10","00152",2,"Cell 2 - on parasol","keep",679,707,-14.8038454822524,5.33243324672586,2,4
5,"exc","image","2016/08/10","00152",3,"Cell 2 - on parasol","keep",1287,606,-190.442407351052,17.6183150424266,2,5
6,"exc","intensity","2016/08/10","00152",3,"Cell 2 - on parasol","keep",1287,606,-145.478478099966,18.8286466386463,2,6
7,"exc","image","2016/08/10","00152",4,"Cell 2 - on parasol","keep",533,572,-18.0248718744581,12.9622136632625,2,7
8,"exc","intensity","2016/08/10","00152",4,"Cell 2 - on parasol","keep",533,572,-44.972246566572,10.6972876173104,2,8
9,"exc","image","2016/08/10","00152",5,"Cell 2 - on parasol","keep",690,764,20.5077580216025,14.3072008414238,2,9
10,"exc","intensity","2016/08/10","00152",5,"Cell 2 - on parasol","keep",690,764,-40.9428029840203,14.1855553393226,2,10
11,"exc","image","2016/08/10","00152",6,"Cell 2 - on parasol","keep",1286,635,-569.27828989058,49.3183744621581,2,11
12,"exc","intensity","2016/08/10","00152",6,"Cell 2 - on parasol","keep",1286,635,-488.009878671987,38.0620486577393,2,12
13,"exc","image","2016/08/10","00152",7,"Cell 2 - on parasol","keep",1153,358,-31.0505140349675,16.6942721079912,2,13
14,"exc","intensity","2016/08/10","00152",7,"Cell 2 - on parasol","keep",1153,358,-12.8150359366182,10.8635791228745,2,14
15,"exc","image","2016/08/10","00152",8,"Cell 2 - on parasol","keep",1149,340,-106.023470950505,20.1683961660125,2,15
16,"exc","intensity","2016/08/10","00152",8,"Cell 2 - on parasol","keep",1149,340,-122.47988520751,15.0737186820571,2,16
17,"exc","image","2016/08/10","00152",9,"Cell 2 - on parasol","keep",1289,789,-236.716454802817,23.9917605495615,2,17
18,"exc","intensity","2016/08/10","00152",9,"Cell 2 - on parasol","keep",1289,789,-210.525516770322,21.734879088106,2,18
19,"exc","image","2016/08/10","00152",10,"Cell 2 - on parasol","keep",672,738,-73.5747495159104,17.9870600167748,2,19
20,"exc","intensity","2016/08/10","00152",10,"Cell 2 - on parasol","keep",672,738,-57.4721686771842,13.5584159598534,2,20
21,"exc","image","2016/08/10","00152",11,"Cell 2 - on parasol","keep",357,359,-169.927932121572,16.1327365299252,2,21
22,"exc","intensity","2016/08/10","00152",11,"Cell 2 - on parasol","keep",357,359,-136.519985758917,15.2282544117432,2,22
23,"exc","image","2016/08/10","00152",12,"Cell 2 - on parasol","keep",453,350,28.586916631179,9.12787940191693,2,23
24,"exc","intensity","2016/08/10","00152",12,"Cell 2 - on parasol","keep",453,350,-13.6205251814546,9.4735213895151,2,24
25,"exc","image","2016/08/10","00152",13,"Cell 2 - on parasol","keep",1259,598,-193.692797540388,21.349645771228,2,25
26,"exc","intensity","2016/08/10","00152",13,"Cell 2 - on parasol","keep",1259,598,-151.599909262606,20.9794793894466,2,26
27,"exc","image","2016/08/10","00152",14,"Cell 2 - on parasol","keep",1209,261,-424.650895209425,41.9322497561937,2,27
28,"exc","intensity","2016/08/10","00152",14,"Cell 2 - on parasol","keep",1209,261,-314.748603718982,26.6036662588882,2,28
29,"exc","image","2016/08/10","00152",15,"Cell 2 - on parasol","keep",1215,597,-25.9903634312313,8.48643331706255,2,29
30,"exc","intensity","2016/08/10","00152",15,"Cell 2 - on parasol","keep",1215,597,29.4347199307928,11.0970164481131,2,30
31,"exc","image","2016/08/10","00152",16,"Cell 2 - on parasol","keep",785,180,37.4808156021964,15.6716220729623,2,31
32,"exc","intensity","2016/08/10","00152",16,"Cell 2 - on parasol","keep",785,180,-39.0847560660315,12.9284056809311,2,32
33,"exc","image","2016/08/10","00152",17,"Cell 2 - on parasol","keep",1285,697,-653.64540319427,42.4226719882089,2,33
34,"exc","intensity","2016/08/10","00152",17,"Cell 2 - on parasol","keep",1285,697,-732.286085405999,55.8449058762785,2,34
35,"exc","image","2016/08/10","00152",18,"Cell 2 - on parasol","keep",1157,301,-99.3825004056804,12.27954314387,2,35
36,"exc","intensity","2016/08/10","00152",18,"Cell 2 - on parasol","keep",1157,301,-96.2206476503328,12.4044826907229,2,36
37,"exc","image","2016/08/10","00152",19,"Cell 2 - on parasol","keep",1303,683,-946.031833992935,59.5157799218099,2,37
38,"exc","intensity","2016/08/10","00152",19,"Cell 2 - on parasol","keep",1303,683,-865.477563189907,39.0554329440446,2,38
39,"exc","image","2016/08/10","00152",20,"Cell 2 - on parasol","keep",1161,631,-7.26678642238729,11.4273626997612,2,39
40,"exc","intensity","2016/08/10","00152",20,"Cell 2 - on parasol","keep",1161,631,-58.8135142340605,5.88877162143269,2,40
41,"exc","image","2016/08/10","00152",21,"Cell 2 - on parasol","keep",1114,294,-69.0004489058282,7.7603847004713,2,41
42,"exc","intensity","2016/08/10","00152",21,"Cell 2 - on parasol","keep",1114,294,-82.3394737482576,12.244516960476,2,42
43,"exc","image","2016/08/10","00152",22,"Cell 2 - on parasol","keep",708,741,-135.884444685111,25.4414417291658,2,43
44,"exc","intensity","2016/08/10","00152",22,"Cell 2 - on parasol","keep",708,741,-139.735449571734,8.01677776147316,2,44
45,"exc","image","2016/08/10","00152",23,"Cell 2 - on parasol","keep",1208,520,-116.94083111997,27.2657313576571,2,45
46,"exc","intensity","2016/08/10","00152",23,"Cell 2 - on parasol","keep",1208,520,-42.7165113828717,9.89756266759647,2,46
47,"exc","image","2016/08/10","00152",24,"Cell 2 - on parasol","keep",252,337,-45.6155540964962,5.49917028242243,2,47
48,"exc","intensity","2016/08/10","00152",24,"Cell 2 - on parasol","keep",252,337,-31.6862809000364,6.88427876950349,2,48
49,"exc","image","2016/08/10","00152",25,"Cell 2 - on parasol","keep",1187,597,5.76789751160125,12.7164162558984,2,49
50,"exc","intensity","2016/08/10","00152",25,"Cell 2 - on parasol","keep",1187,597,14.7834506187044,12.2175588776059,2,50
51,"exc","image","2016/08/10","00152",26,"Cell 2 - on parasol","keep",377,669,-31.2490348159996,8.03725658299822,2,51
52,"exc","intensity","2016/08/10","00152",26,"Cell 2 - on parasol","keep",377,669,-44.8764402607363,5.92288607535567,2,52
53,"exc","image","2016/08/10","00152",27,"Cell 2 - on parasol","keep",695,724,-339.480446727995,35.5758077396904,2,53
54,"exc","intensity","2016/08/10","00152",27,"Cell 2 - on parasol","keep",695,724,-417.675266213154,50.6831270568865,2,54
55,"exc","image","2016/08/10","00152",28,"Cell 2 - on parasol","keep",1272,713,-34.6918360474795,23.7949154104174,2,55
56,"exc","intensity","2016/08/10","00152",28,"Cell 2 - on parasol","keep",1272,713,-3.71253193677308,6.23349879675128,2,56
57,"exc","image","2016/08/10","00152",29,"Cell 2 - on parasol","keep",1158,497,-51.4551447930679,28.0452136615139,2,57
58,"exc","intensity","2016/08/10","00152",29,"Cell 2 - on parasol","keep",1158,497,1.24834270063929,5.01158539081085,2,58
59,"exc","image","2016/08/10","00152",30,"Cell 2 - on parasol","keep",1254,572,-114.128738242694,15.5300418013039,2,59
60,"exc","intensity","2016/08/10","00152",30,"Cell 2 - on parasol","keep",1254,572,-54.6627746141649,13.4490575747888,2,60
1,"exc","image","2016/09/13","00152",1,"On parasol1","keep",1241,648,-110.724200615741,13.7358646996823,3,1
2,"exc","intensity","2016/09/13","00152",1,"On parasol1","keep",1241,648,-136.069747989385,18.1587608382597,3,2
3,"exc","image","2016/09/13","00152",2,"On parasol1","keep",679,707,-18.0505129899308,11.5233095629477,3,3
4,"exc","intensity","2016/09/13","00152",2,"On parasol1","keep",679,707,-2.89202244294287,1.63794051014101,3,4
5,"exc","image","2016/09/13","00152",3,"On parasol1","keep",1287,606,-44.1577150557336,5.08526322796505,3,5
6,"exc","intensity","2016/09/13","00152",3,"On parasol1","keep",1287,606,-28.0822740433652,4.2604766008666,3,6
7,"exc","image","2016/09/13","00152",4,"On parasol1","keep",533,572,-12.6205121168372,6.29616441252405,3,7
8,"exc","intensity","2016/09/13","00152",4,"On parasol1","keep",533,572,-5.46582028432277,1.6786568458894,3,8
9,"exc","image","2016/09/13","00152",5,"On parasol1","keep",690,764,-8.41422047137663,2.490835593035,3,9
10,"exc","intensity","2016/09/13","00152",5,"On parasol1","keep",690,764,-12.7244797616934,1.65353523170826,3,10
11,"exc","image","2016/09/13","00152",6,"On parasol1","keep",1286,635,-146.206503064149,16.5755921081246,3,11
12,"exc","intensity","2016/09/13","00152",6,"On parasol1","keep",1286,635,-123.270269009685,14.7131840596977,3,12
13,"exc","image","2016/09/13","00152",7,"On parasol1","keep",1153,358,-25.4075657279101,6.22923665367436,3,13
14,"exc","intensity","2016/09/13","00152",7,"On parasol1","keep",1153,358,0.367078829377541,3.3966385982611,3,14
15,"exc","image","2016/09/13","00152",8,"On parasol1","keep",1149,340,-37.1458826603353,8.13891600002719,3,15
16,"exc","intensity","2016/09/13","00152",8,"On parasol1","keep",1149,340,-20.0934645751652,4.27507462351753,3,16
17,"exc","image","2016/09/13","00152",9,"On parasol1","keep",1289,789,-44.3772161727624,5.64528799858915,3,17
18,"exc","intensity","2016/09/13","00152",9,"On parasol1","keep",1289,789,-42.8237207439512,4.77330150081869,3,18
19,"exc","image","2016/09/13","00152",10,"On parasol1","keep",672,738,-19.9335721370615,5.75982095709992,3,19
20,"exc","intensity","2016/09/13","00152",10,"On parasol1","keep",672,738,-9.35015678606496,3.39222188111079,3,20
21,"exc","image","2016/09/13","00152",11,"On parasol1","keep",357,359,-31.3865833466154,4.2488818530082,3,21
22,"exc","intensity","2016/09/13","00152",11,"On parasol1","keep",357,359,-33.6896363523271,3.42822741354741,3,22
23,"exc","image","2016/09/13","00152",12,"On parasol1","keep",453,350,-7.06150114439793,3.40794605985296,3,23
24,"exc","intensity","2016/09/13","00152",12,"On parasol1","keep",453,350,-2.81028056484902,2.66997611993366,3,24
25,"exc","image","2016/09/13","00152",13,"On parasol1","keep",1259,598,-62.1677610022557,8.53295650035354,3,25
26,"exc","intensity","2016/09/13","00152",13,"On parasol1","keep",1259,598,-30.9934761277626,1.93357371780617,3,26
27,"exc","image","2016/09/13","00152",14,"On parasol1","keep",1209,261,-81.6237228163271,12.0864964784076,3,27
28,"exc","intensity","2016/09/13","00152",14,"On parasol1","keep",1209,261,-79.8389592879242,10.7678644943567,3,28
29,"exc","image","2016/09/13","00152",15,"On parasol1","keep",1215,597,1.91290508251502,2.48330717102429,3,29
30,"exc","intensity","2016/09/13","00152",15,"On parasol1","keep",1215,597,4.39752555499249,1.26487682377524,3,30
31,"exc","image","2016/09/13","00152",16,"On parasol1","keep",785,180,-0.867433147468296,6.15419324123347,3,31
32,"exc","intensity","2016/09/13","00152",16,"On parasol1","keep",785,180,-5.00850214686102,2.32246434329509,3,32
33,"exc","image","2016/09/13","00152",17,"On parasol1","keep",1285,697,-193.07222513772,22.3623828245909,3,33
34,"exc","intensity","2016/09/13","00152",17,"On parasol1","keep",1285,697,-182.444766982202,19.7771711578954,3,34
35,"exc","image","2016/09/13","00152",18,"On parasol1","keep",1157,301,-18.8206030601804,3.39719947310066,3,35
36,"exc","intensity","2016/09/13","00152",18,"On parasol1","keep",1157,301,-19.5426028966259,3.26100555695837,3,36
37,"exc","image","2016/09/13","00152",19,"On parasol1","keep",1303,683,-269.611054930416,25.1333523508806,3,37
38,"exc","intensity","2016/09/13","00152",19,"On parasol1","keep",1303,683,-256.244089967214,28.5287898858217,3,38
39,"exc","image","2016/09/13","00152",20,"On parasol1","keep",1161,631,-6.5109208908282,3.62035663824891,3,39
40,"exc","intensity","2016/09/13","00152",20,"On parasol1","keep",1161,631,-6.78210170575433,2.02394914110439,3,40
41,"exc","image","2016/09/13","00152",21,"On parasol1","keep",1114,294,-17.08693456284,2.31786441077287,3,41
42,"exc","intensity","2016/09/13","00152",21,"On parasol1","keep",1114,294,-15.9527540612333,2.31751703215704,3,42
43,"exc","image","2016/09/13","00152",22,"On parasol1","keep",708,741,-69.9437856067472,9.71371804893363,3,43
44,"exc","intensity","2016/09/13","00152",22,"On parasol1","keep",708,741,-23.1917866843342,2.71141559197831,3,44
45,"exc","image","2016/09/13","00152",23,"On parasol1","keep",1208,520,-28.1976450984354,8.55640091056201,3,45
46,"exc","intensity","2016/09/13","00152",23,"On parasol1","keep",1208,520,-10.0108792266521,2.28923573951801,3,46
47,"exc","image","2016/09/13","00152",24,"On parasol1","keep",252,337,-4.31481297390941,2.92864145631496,3,47
48,"exc","intensity","2016/09/13","00152",24,"On parasol1","keep",252,337,-8.27132066394176,2.98225069535215,3,48
49,"exc","image","2016/09/13","00152",25,"On parasol1","keep",1187,597,2.64754242162827,2.69506861945209,3,49
50,"exc","intensity","2016/09/13","00152",25,"On parasol1","keep",1187,597,-4.91801926109503,1.53685734760714,3,50
51,"exc","image","2016/09/13","00152",26,"On parasol1","keep",377,669,-7.06033750212245,3.83440660923007,3,51
52,"exc","intensity","2016/09/13","00152",26,"On parasol1","keep",377,669,-6.18480991808453,2.67164628679842,3,52
53,"exc","image","2016/09/13","00152",27,"On parasol1","keep",695,724,-107.808412528523,9.98152244480161,3,53
54,"exc","intensity","2016/09/13","00152",27,"On parasol1","keep",695,724,-89.8686521776611,13.1714959946408,3,54
55,"exc","image","2016/09/13","00152",28,"On parasol1","keep",1272,713,-47.9198467562504,15.6733624575149,3,55
56,"exc","intensity","2016/09/13","00152",28,"On parasol1","keep",1272,713,2.97931098656238,1.58480971422207,3,56
57,"exc","image","2016/09/13","00152",29,"On parasol1","keep",1158,497,-32.6328423871298,13.6270587775375,3,57
58,"exc","intensity","2016/09/13","00152",29,"On parasol1","keep",1158,497,-3.49639156396034,1.82266697681996,3,58
59,"exc","image","2016/09/13","00152",30,"On parasol1","keep",1254,572,-20.1338937635341,4.66540245050874,3,59
60,"exc","intensity","2016/09/13","00152",30,"On parasol1","keep",1254,572,-8.24560287556837,2.12145624131293,3,60
1,"exc","image","2016/09/13","00152",1,"On parasol2","keep",1241,648,-238.441253529378,31.8164541736768,4,1
2,"exc","intensity","2016/09/13","00152",1,"On parasol2","keep",1241,648,-219.552937759905,11.4474115925098,4,2
3,"exc","image","2016/09/13","00152",2,"On parasol2","keep",679,707,-36.723136045924,7.66106418351918,4,3
4,"exc","intensity","2016/09/13","00152",2,"On parasol2","keep",679,707,-6.52434333193586,8.24312434178622,4,4
5,"exc","image","2016/09/13","00152",3,"On parasol2","keep",1287,606,-117.864896083542,8.81820940256952,4,5
6,"exc","intensity","2016/09/13","00152",3,"On parasol2","keep",1287,606,-71.6617541549948,13.6849229723341,4,6
7,"exc","image","2016/09/13","00152",4,"On parasol2","keep",533,572,-36.8377172831062,7.65025132807809,4,7
8,"exc","intensity","2016/09/13","00152",4,"On parasol2","keep",533,572,-0.370828046315023,7.36716090522679,4,8
9,"exc","image","2016/09/13","00152",5,"On parasol2","keep",690,764,-20.1302722114181,5.58256957732385,4,9
10,"exc","intensity","2016/09/13","00152",5,"On parasol2","keep",690,764,11.4983140575086,8.23583528696919,4,10
11,"exc","image","2016/09/13","00152",6,"On parasol2","keep",1286,635,-204.982093665603,15.1341965616154,4,11
12,"exc","intensity","2016/09/13","00152",6,"On parasol2","keep",1286,635,-181.769688306133,10.2780121263232,4,12
13,"exc","image","2016/09/13","00152",7,"On parasol2","keep",1153,358,-37.4696248516024,3.32770445600157,4,13
14,"exc","intensity","2016/09/13","00152",7,"On parasol2","keep",1153,358,1.81386569854127,12.3635706688806,4,14
15,"exc","image","2016/09/13","00152",8,"On parasol2","keep",1149,340,-34.3362013646029,11.7154704036547,4,15
16,"exc","intensity","2016/09/13","00152",8,"On parasol2","keep",1149,340,-42.9567860448924,14.3934300583356,4,16
17,"exc","image","2016/09/13","00152",9,"On parasol2","keep",1289,789,-125.927751263364,8.54354029186329,4,17
18,"exc","intensity","2016/09/13","00152",9,"On parasol2","keep",1289,789,-94.6324458983777,11.741033458598,4,18
19,"exc","image","2016/09/13","00152",10,"On parasol2","keep",672,738,-75.8328763835812,7.8650846296637,4,19
20,"exc","intensity","2016/09/13","00152",10,"On parasol2","keep",672,738,-12.3928973490536,7.41476483075515,4,20
21,"exc","image","2016/09/13","00152",11,"On parasol2","keep",357,359,-91.737516246444,10.3377981839515,4,21
22,"exc","intensity","2016/09/13","00152",11,"On parasol2","keep",357,359,-57.5331334407,13.2473835693145,4,22
23,"exc","image","2016/09/13","00152",12,"On parasol2","keep",453,350,10.4127635011225,11.223414995871,4,23
24,"exc","intensity","2016/09/13","00152",12,"On parasol2","keep",453,350,-17.5361624667625,6.15922674335224,4,24
25,"exc","image","2016/09/13","00152",13,"On parasol2","keep",1259,598,-73.2460361241731,3.49091436372914,4,25
26,"exc","intensity","2016/09/13","00152",13,"On parasol2","keep",1259,598,-75.9369861132944,10.7269646638953,4,26
27,"exc","image","2016/09/13","00152",14,"On parasol2","keep",1209,261,-215.317294388745,19.0075759926731,4,27
28,"exc","intensity","2016/09/13","00152",14,"On parasol2","keep",1209,261,-172.953286458798,10.1150394886428,4,28
29,"exc","image","2016/09/13","00152",15,"On parasol2","keep",1215,597,-16.1273208880672,13.426699667047,4,29
30,"exc","intensity","2016/09/13","00152",15,"On parasol2","keep",1215,597,13.7676824115616,8.8271523423475,4,30
31,"exc","image","2016/09/13","00152",16,"On parasol2","keep",785,180,-19.5273221023374,21.6386335428002,4,31
32,"exc","intensity","2016/09/13","00152",16,"On parasol2","keep",785,180,-4.71886247720091,11.6756316364583,4,32
33,"exc","image","2016/09/13","00152",17,"On parasol2","keep",1285,697,-217.535372977251,18.8797811294832,4,33
34,"exc","intensity","2016/09/13","00152",17,"On parasol2","keep",1285,697,-231.298196442829,28.7017410747065,4,34
35,"exc","image","2016/09/13","00152",18,"On parasol2","keep",1157,301,-62.443365900633,6.60066429962263,4,35
36,"exc","intensity","2016/09/13","00152",18,"On parasol2","keep",1157,301,-49.1932219012783,3.9769318261521,4,36
37,"exc","image","2016/09/13","00152",19,"On parasol2","keep",1303,683,-285.864105722793,38.328199922901,4,37
38,"exc","intensity","2016/09/13","00152",19,"On parasol2","keep",1303,683,-265.926743500693,28.3161063051166,4,38
39,"exc","image","2016/09/13","00152",20,"On parasol2","keep",1161,631,-22.60758516569,2.15123791699302,4,39
40,"exc","intensity","2016/09/13","00152",20,"On parasol2","keep",1161,631,-25.8545113907794,12.7903399613278,4,40
41,"exc","image","2016/09/13","00152",21,"On parasol2","keep",1114,294,-59.9434690330629,11.4421744624331,4,41
42,"exc","intensity","2016/09/13","00152",21,"On parasol2","keep",1114,294,-26.764700514601,5.6978782159199,4,42
43,"exc","image","2016/09/13","00152",22,"On parasol2","keep",708,741,-83.8050509395753,5.9154064337912,4,43
44,"exc","intensity","2016/09/13","00152",22,"On parasol2","keep",708,741,-53.5387940611491,14.0409521960021,4,44
45,"exc","image","2016/09/13","00152",23,"On parasol2","keep",1208,520,-54.9073888944754,21.5409588099561,4,45
46,"exc","intensity","2016/09/13","00152",23,"On parasol2","keep",1208,520,-33.846399172834,10.7972414796874,4,46
47,"exc","image","2016/09/13","00152",24,"On parasol2","keep",252,337,-13.5122879594608,3.98201764095852,4,47
48,"exc","intensity","2016/09/13","00152",24,"On parasol2","keep",252,337,-11.8875463913892,6.15725209821179,4,48
49,"exc","image","2016/09/13","00152",25,"On parasol2","keep",1187,597,10.3570151238124,5.70225310013748,4,49
50,"exc","intensity","2016/09/13","00152",25,"On parasol2","keep",1187,597,-4.41629202047692,11.9063834845744,4,50
51,"exc","image","2016/09/13","00152",26,"On parasol2","keep",377,669,-16.9369304733929,10.9308924210876,4,51
52,"exc","intensity","2016/09/13","00152",26,"On parasol2","keep",377,669,-10.0808016481535,14.8747833649915,4,52
53,"exc","image","2016/09/13","00152",27,"On parasol2","keep",695,724,-109.927339180374,17.7155690391302,4,53
54,"exc","intensity","2016/09/13","00152",27,"On parasol2","keep",695,724,-132.843165496997,20.3946957775837,4,54
55,"exc","image","2016/09/13","00152",28,"On parasol2","keep",1272,713,-42.818409937976,15.9468749382423,4,55
56,"exc","intensity","2016/09/13","00152",28,"On parasol2","keep",1272,713,-6.2143302751788,1.88413874046062,4,56
