id,splitOnRecType,splitOnPatchLocation,stimulusTag,splitOnExperimentDate,imageName,imagePatchIndex,celllabel,splitOnDelTag,currentPatchLocation_1,currentPatchLocation_2,equivalentIntensity,backgroundIntensity,MeanRespOn,SEM,nodeid,leafid
218,"exc","949  295","image","2016/10/18","01151",17,"Cell2","keep",949,295,0.191574009882506,0.182263333966988,-108.115381847182,8.02915756630815,12,218
219,"inh","949  295","image","2016/10/18","01151",17,"Cell2","keep",949,295,0.191574009882506,0.182263333966988,132.018716514228,8.73853830198801,12,219
220,"cell-attach","949  295","intensity","2016/10/18","01151",17,"Cell2","keep",949,295,0.191574009882506,0.182263333966988,0.144026788940955,0.171324923536684,12,220
221,"exc","949  295","intensity","2016/10/18","01151",17,"Cell2","keep",949,295,0.191574009882506,0.182263333966988,-6.24879298793933,4.64886389946867,12,221
222,"inh","949  295","intensity","2016/10/18","01151",17,"Cell2","keep",949,295,0.191574009882506,0.182263333966988,-4.78645537346536,6.33498654845513,12,222
223,"cell-attach","300  835","image","2016/10/18","01151",18,"Cell2","keep",300,835,0.212484108470569,0.182263333966988,3.23909576354955,2.29882168616775,12,223
224,"exc","300  835","image","2016/10/18","01151",18,"Cell2","keep",300,835,0.212484108470569,0.182263333966988,-51.6391088237736,5.61070647348224,12,224
225,"inh","300  835","image","2016/10/18","01151",18,"Cell2","keep",300,835,0.212484108470569,0.182263333966988,-28.0926392355957,9.75033144059408,12,225
226,"cell-attach","300  835","intensity","2016/10/18","01151",18,"Cell2","keep",300,835,0.212484108470569,0.182263333966988,0.294807273613623,0.202342774554646,12,226
227,"exc","300  835","intensity","2016/10/18","01151",18,"Cell2","keep",300,835,0.212484108470569,0.182263333966988,-33.9419348774676,5.42833544659443,12,227
228,"inh","300  835","intensity","2016/10/18","01151",18,"Cell2","keep",300,835,0.212484108470569,0.182263333966988,-14.5838909144776,2.68769070577382,12,228
229,"cell-attach","329  457","image","2016/10/18","01151",19,"Cell2","keep",329,457,0.199720181192602,0.182263333966988,1.74408587386816,1.63331133017151,12,229
230,"exc","329  457","image","2016/10/18","01151",19,"Cell2","keep",329,457,0.199720181192602,0.182263333966988,-31.8790459288414,5.92945300058343,12,230
231,"inh","329  457","image","2016/10/18","01151",19,"Cell2","keep",329,457,0.199720181192602,0.182263333966988,12.5507282251182,17.4504282225349,12,231
232,"cell-attach","329  457","intensity","2016/10/18","01151",19,"Cell2","keep",329,457,0.199720181192602,0.182263333966988,0.395736216915389,0.199471020122192,12,232
233,"exc","329  457","intensity","2016/10/18","01151",19,"Cell2","keep",329,457,0.199720181192602,0.182263333966988,-21.2052486452977,3.87304951699191,12,233
234,"inh","329  457","intensity","2016/10/18","01151",19,"Cell2","keep",329,457,0.199720181192602,0.182263333966988,-13.2411856560564,8.86225420958888,12,234
235,"cell-attach","655  539","image","2016/10/18","01151",20,"Cell2","keep",655,539,0.216685727600357,0.182263333966988,4.0708252753074,2.96392832634121,12,235
236,"exc","655  539","image","2016/10/18","01151",20,"Cell2","keep",655,539,0.216685727600357,0.182263333966988,-77.3440996818597,8.50143878992636,12,236
237,"inh","655  539","image","2016/10/18","01151",20,"Cell2","keep",655,539,0.216685727600357,0.182263333966988,-23.5604352421032,2.55482952972654,12,237
238,"cell-attach","655  539","intensity","2016/10/18","01151",20,"Cell2","keep",655,539,0.216685727600357,0.182263333966988,2.16449619319262,1.42227143093686,12,238
239,"exc","655  539","intensity","2016/10/18","01151",20,"Cell2","keep",655,539,0.216685727600357,0.182263333966988,-47.007209903311,8.61177513099802,12,239
240,"inh","655  539","intensity","2016/10/18","01151",20,"Cell2","keep",655,539,0.216685727600357,0.182263333966988,-26.8701822166267,10.396702313029,12,240
241,"cell-attach","989  333","image","2016/10/18","01151",21,"Cell2","keep",989,333,0.248345956599219,0.182263333966988,17.0098628316412,13.9839430417453,12,241
242,"exc","989  333","image","2016/10/18","01151",21,"Cell2","keep",989,333,0.248345956599219,0.182263333966988,-224.335638343599,22.0055994965808,12,242
243,"inh","989  333","image","2016/10/18","01151",21,"Cell2","keep",989,333,0.248345956599219,0.182263333966988,-10.7140125457811,21.3103233938181,12,243
244,"cell-attach","989  333","intensity","2016/10/18","01151",21,"Cell2","keep",989,333,0.248345956599219,0.182263333966988,9.43607007875057,7.77888023261981,12,244
245,"exc","989  333","intensity","2016/10/18","01151",21,"Cell2","keep",989,333,0.248345956599219,0.182263333966988,-116.59117301478,16.0224733149059,12,245
246,"inh","989  333","intensity","2016/10/18","01151",21,"Cell2","keep",989,333,0.248345956599219,0.182263333966988,-31.7661689242154,3.34945134427696,12,246
247,"cell-attach","566  783","image","2016/10/18","01151",22,"Cell2","keep",566,783,0.197413925398513,0.182263333966988,2.1681160603929,1.41645606638489,12,247
248,"exc","566  783","image","2016/10/18","01151",22,"Cell2","keep",566,783,0.197413925398513,0.182263333966988,-29.6643745410283,1.69419045154697,12,248
249,"inh","566  783","image","2016/10/18","01151",22,"Cell2","keep",566,783,0.197413925398513,0.182263333966988,-27.3577421046739,20.5017516399862,12,249
250,"cell-attach","566  783","intensity","2016/10/18","01151",22,"Cell2","keep",566,783,0.197413925398513,0.182263333966988,0.140800893041756,0.0732032737110207,12,250
251,"exc","566  783","intensity","2016/10/18","01151",22,"Cell2","keep",566,783,0.197413925398513,0.182263333966988,-17.4256140394259,2.56575702318776,12,251
252,"inh","566  783","intensity","2016/10/18","01151",22,"Cell2","keep",566,783,0.197413925398513,0.182263333966988,-34.7415006258466,25.0180991661908,12,252
253,"cell-attach","283  325","image","2016/10/18","01151",23,"Cell2","keep",283,325,0.193429269273577,0.182263333966988,35.5565458893862,29.6932509951344,12,253
254,"exc","283  325","image","2016/10/18","01151",23,"Cell2","keep",283,325,0.193429269273577,0.182263333966988,-111.222496051498,18.3758432199728,12,254
255,"inh","283  325","image","2016/10/18","01151",23,"Cell2","keep",283,325,0.193429269273577,0.182263333966988,1078.22833369827,28.4186126293391,12,255
256,"cell-attach","283  325","intensity","2016/10/18","01151",23,"Cell2","keep",283,325,0.193429269273577,0.182263333966988,-0.0239717507804555,0.106060772914909,12,256
257,"exc","283  325","intensity","2016/10/18","01151",23,"Cell2","keep",283,325,0.193429269273577,0.182263333966988,-13.7463152259469,3.8876490939985,12,257
258,"inh","283  325","intensity","2016/10/18","01151",23,"Cell2","keep",283,325,0.193429269273577,0.182263333966988,-14.1520054120085,6.50310761824586,12,258
259,"cell-attach","1018   310","image","2016/10/18","01151",24,"Cell2","keep",1018,310,0.212334838791497,0.182263333966988,30.707028273799,25.9976744646821,12,259
260,"exc","1018   310","image","2016/10/18","01151",24,"Cell2","keep",1018,310,0.212334838791497,0.182263333966988,-112.20988675295,12.7162614978555,12,260
261,"inh","1018   310","image","2016/10/18","01151",24,"Cell2","keep",1018,310,0.212334838791497,0.182263333966988,796.324591516972,42.6755187437616,12,261
262,"cell-attach","1018   310","intensity","2016/10/18","01151",24,"Cell2","keep",1018,310,0.212334838791497,0.182263333966988,0.420200756196811,0.229879132107929,12,262
263,"exc","1018   310","intensity","2016/10/18","01151",24,"Cell2","keep",1018,310,0.212334838791497,0.182263333966988,-41.7437409215934,7.72386540176381,12,263
264,"inh","1018   310","intensity","2016/10/18","01151",24,"Cell2","keep",1018,310,0.212334838791497,0.182263333966988,-14.0156909565578,3.16466744675809,12,264
265,"cell-attach","388  596","image","2016/10/18","01151",25,"Cell2","keep",388,596,0.195255129583202,0.182263333966988,5.69558981761488,4.6586164884106,12,265
266,"exc","388  596","image","2016/10/18","01151",25,"Cell2","keep",388,596,0.195255129583202,0.182263333966988,-16.5607383654444,2.66568815247957,12,266
267,"inh","388  596","image","2016/10/18","01151",25,"Cell2","keep",388,596,0.195255129583202,0.182263333966988,92.6325768165973,10.2889321530041,12,267
268,"cell-attach","388  596","intensity","2016/10/18","01151",25,"Cell2","keep",388,596,0.195255129583202,0.182263333966988,0.277210299764315,0.141515787222671,12,268
269,"exc","388  596","intensity","2016/10/18","01151",25,"Cell2","keep",388,596,0.195255129583202,0.182263333966988,-13.9120614224683,7.17892535798136,12,269
270,"inh","388  596","intensity","2016/10/18","01151",25,"Cell2","keep",388,596,0.195255129583202,0.182263333966988,-14.679799695468,1.90192498248901,12,270
271,"cell-attach","999  252","image","2016/10/18","01151",26,"Cell2","keep",999,252,0.242863700120532,0.182263333966988,15.1088947444741,12.4355581680159,12,271
272,"exc","999  252","image","2016/10/18","01151",26,"Cell2","keep",999,252,0.242863700120532,0.182263333966988,-165.937678595679,15.5902662763777,12,272
273,"inh","999  252","image","2016/10/18","01151",26,"Cell2","keep",999,252,0.242863700120532,0.182263333966988,-27.0399182616088,16.4018251125831,12,273
274,"cell-attach","999  252","intensity","2016/10/18","01151",26,"Cell2","keep",999,252,0.242863700120532,0.182263333966988,4.52626826831177,2.7331326761093,12,274
275,"exc","999  252","intensity","2016/10/18","01151",26,"Cell2","keep",999,252,0.242863700120532,0.182263333966988,-105.620693084098,14.4711491196241,12,275
276,"inh","999  252","intensity","2016/10/18","01151",26,"Cell2","keep",999,252,0.242863700120532,0.182263333966988,-40.5719388872641,5.95902325392693,12,276
277,"cell-attach","972  743","image","2016/10/18","01151",27,"Cell2","keep",972,743,0.207513782226778,0.182263333966988,9.01213916994136,7.98812217342387,12,277
278,"exc","972  743","image","2016/10/18","01151",27,"Cell2","keep",972,743,0.207513782226778,0.182263333966988,-42.5362453568026,6.63106866591994,12,278
279,"inh","972  743","image","2016/10/18","01151",27,"Cell2","keep",972,743,0.207513782226778,0.182263333966988,96.2440894931251,13.7866953250365,12,279
280,"cell-attach","972  743","intensity","2016/10/18","01151",27,"Cell2","keep",972,743,0.207513782226778,0.182263333966988,1.79318208135049,1.60217355665533,12,280
281,"exc","972  743","intensity","2016/10/18","01151",27,"Cell2","keep",972,743,0.207513782226778,0.182263333966988,-28.9730932753832,3.61234915691795,12,281
282,"inh","972  743","intensity","2016/10/18","01151",27,"Cell2","keep",972,743,0.207513782226778,0.182263333966988,-15.3086147870311,9.99863298839317,12,282
283,"cell-attach","241  685","image","2016/10/18","01151",28,"Cell2","keep",241,685,0.185149101475732,0.182263333966988,0.664130241157205,0.354712582378377,12,283
284,"exc","241  685","image","2016/10/18","01151",28,"Cell2","keep",241,685,0.185149101475732,0.182263333966988,-18.1708855314538,4.59969504350694,12,284
285,"inh","241  685","image","2016/10/18","01151",28,"Cell2","keep",241,685,0.185149101475732,0.182263333966988,109.337536380318,23.2914312793296,12,285
286,"cell-attach","241  685","intensity","2016/10/18","01151",28,"Cell2","keep",241,685,0.185149101475732,0.182263333966988,-1.48628496878518,1.77489227607697,12,286
287,"exc","241  685","intensity","2016/10/18","01151",28,"Cell2","keep",241,685,0.185149101475732,0.182263333966988,-5.30811953775506,4.5471244592141,12,287
288,"inh","241  685","intensity","2016/10/18","01151",28,"Cell2","keep",241,685,0.185149101475732,0.182263333966988,-4.44557807505729,7.49217828907992,12,288
289,"cell-attach","1293   320","image","2016/10/18","01151",29,"Cell2","keep",1293,320,0.182114721700569,0.182263333966988,1.70638623191611,0.853677419890923,12,289
290,"exc","1293   320","image","2016/10/18","01151",29,"Cell2","keep",1293,320,0.182114721700569,0.182263333966988,-98.8003649159158,10.286685007646,12,290
291,"inh","1293   320","image","2016/10/18","01151",29,"Cell2","keep",1293,320,0.182114721700569,0.182263333966988,131.669907776513,17.1201657506743,12,291
292,"cell-attach","1293   320","intensity","2016/10/18","01151",29,"Cell2","keep",1293,320,0.182114721700569,0.182263333966988,-0.0595172583239878,0.2094086892174,12,292
293,"exc","1293   320","intensity","2016/10/18","01151",29,"Cell2","keep",1293,320,0.182114721700569,0.182263333966988,2.63928449964614,2.29628481528361,12,293
294,"inh","1293   320","intensity","2016/10/18","01151",29,"Cell2","keep",1293,320,0.182114721700569,0.182263333966988,-18.2430510910721,6.73621243313383,12,294
295,"cell-attach","977  297","image","2016/10/18","01151",30,"Cell2","keep",977,297,0.210003731085324,0.182263333966988,2.27113865058945,1.13969896797543,12,295
296,"exc","977  297","image","2016/10/18","01151",30,"Cell2","keep",977,297,0.210003731085324,0.182263333966988,-165.124108175561,14.7411395384753,12,296
297,"inh","977  297","image","2016/10/18","01151",30,"Cell2","keep",977,297,0.210003731085324,0.182263333966988,475.203591390353,58.5390068510663,12,297
298,"cell-attach","977  297","intensity","2016/10/18","01151",30,"Cell2","keep",977,297,0.210003731085324,0.182263333966988,3.59298171703794,3.2010359800858,12,298
299,"exc","977  297","intensity","2016/10/18","01151",30,"Cell2","keep",977,297,0.210003731085324,0.182263333966988,-43.2526976940909,4.80173549453232,12,299
300,"inh","977  297","intensity","2016/10/18","01151",30,"Cell2","keep",977,297,0.210003731085324,0.182263333966988,-19.6409080890059,4.41029410903097,12,300
1,"cell-attach","1272   713","image","2016/10/25","00152",1,"Cell1","keep",1272,713,0.199641243092286,0.199407172495471,0.53543783652539,0.47322904308014,13,1
2,"exc","1272   713","image","2016/10/25","00152",1,"Cell1","keep",1272,713,0.199641243092286,0.199407172495471,-114.235160934682,15.606276816635,13,2
3,"inh","1272   713","image","2016/10/25","00152",1,"Cell1","keep",1272,713,0.199641243092286,0.199407172495471,9.65895204212611,4.00462691259781,13,3
4,"cell-attach","1272   713","intensity","2016/10/25","00152",1,"Cell1","keep",1272,713,0.199641243092286,0.199407172495471,0.0884576876940692,0.212904964690549,13,4
5,"exc","1272   713","intensity","2016/10/25","00152",1,"Cell1","keep",1272,713,0.199641243092286,0.199407172495471,4.01028313127962,8.56125044821405,13,5
6,"inh","1272   713","intensity","2016/10/25","00152",1,"Cell1","keep",1272,713,0.199641243092286,0.199407172495471,8.5976109770278,5.66113244466253,13,6
7,"cell-attach","533  572","image","2016/10/25","00152",1,"Cell1","keep",533,572,0.213438314529783,0.199407172495471,-1.85530246413918,1.64527935419194,13,7
8,"exc","533  572","image","2016/10/25","00152",1,"Cell1","keep",533,572,0.213438314529783,0.199407172495471,-65.8459334929532,12.8602801571371,13,8
9,"inh","533  572","image","2016/10/25","00152",1,"Cell1","keep",533,572,0.213438314529783,0.199407172495471,-21.299573895616,3.8034803251215,13,9
10,"cell-attach","533  572","intensity","2016/10/25","00152",1,"Cell1","keep",533,572,0.213438314529783,0.199407172495471,0.973179587574088,0.832439945893655,13,10
11,"exc","533  572","intensity","2016/10/25","00152",1,"Cell1","keep",533,572,0.213438314529783,0.199407172495471,-13.1149354666753,10.3851308067179,13,11
12,"inh","533  572","intensity","2016/10/25","00152",1,"Cell1","keep",533,572,0.213438314529783,0.199407172495471,-4.95892409423141,2.24627222182549,13,12
13,"cell-attach","1153   358","image","2016/10/25","00152",2,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,0.589450110369938,0.415343750766737,13,13
14,"exc","1153   358","image","2016/10/25","00152",2,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,-63.9264035161877,9.92537440828341,13,14
15,"inh","1153   358","image","2016/10/25","00152",2,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,9.32079427800786,4.72976038238952,13,15
16,"cell-attach","1153   358","intensity","2016/10/25","00152",2,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,-0.247315146011391,0.599585017845527,13,16
17,"exc","1153   358","intensity","2016/10/25","00152",2,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,-6.81415580358112,3.48371700713857,13,17
18,"inh","1153   358","intensity","2016/10/25","00152",2,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,-5.78195953790838,4.22462711852362,13,18
19,"cell-attach","679  707","image","2016/10/25","00152",2,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,-2.62223890037567,2.49193602547189,13,19
20,"exc","679  707","image","2016/10/25","00152",2,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,-154.792291385717,13.7844089237803,13,20
21,"inh","679  707","image","2016/10/25","00152",2,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,73.8297780445592,6.04567905086345,13,21
22,"cell-attach","679  707","intensity","2016/10/25","00152",2,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,0.16770747351737,1.03110396679772,13,22
23,"exc","679  707","intensity","2016/10/25","00152",2,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,-11.4090388539523,4.9396443661202,13,23
24,"inh","679  707","intensity","2016/10/25","00152",2,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,3.76051499481638,4.97765552770866,13,24
25,"cell-attach","1153   358","image","2016/10/25","00152",3,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,1.42972486324894,1.73736059493838,13,25
26,"exc","1153   358","image","2016/10/25","00152",3,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,-64.9747658854142,8.17722737306508,13,26
27,"inh","1153   358","image","2016/10/25","00152",3,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,9.22135183552076,5.89643827579778,13,27
28,"cell-attach","1153   358","intensity","2016/10/25","00152",3,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,-1.84799302112676,2.72069335156636,13,28
29,"exc","1153   358","intensity","2016/10/25","00152",3,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,-12.1544180054445,10.7921930635182,13,29
30,"inh","1153   358","intensity","2016/10/25","00152",3,"Cell1","keep",1153,358,0.203658256004248,0.199407172495471,3.01438151770579,4.43133234662049,13,30
31,"cell-attach","1158   497","image","2016/10/25","00152",3,"Cell1","keep",1158,497,0.202433968538595,0.199407172495471,-0.989361603696846,1.59068254132017,13,31
32,"exc","1158   497","image","2016/10/25","00152",3,"Cell1","keep",1158,497,0.202433968538595,0.199407172495471,-114.183298755088,8.12356614740285,13,32
33,"inh","1158   497","image","2016/10/25","00152",3,"Cell1","keep",1158,497,0.202433968538595,0.199407172495471,6.8494564462372,2.5075160532976,13,33
34,"cell-attach","1158   497","intensity","2016/10/25","00152",3,"Cell1","keep",1158,497,0.202433968538595,0.199407172495471,1.9604536937327,1.62214937279143,13,34
35,"exc","1158   497","intensity","2016/10/25","00152",3,"Cell1","keep",1158,497,0.202433968538595,0.199407172495471,-0.999935813732644,8.30517142806954,13,35
36,"inh","1158   497","intensity","2016/10/25","00152",3,"Cell1","keep",1158,497,0.202433968538595,0.199407172495471,-3.47589237557236,6.78923849164379,13,36
37,"cell-attach","1287   606","image","2016/10/25","00152",4,"Cell1","keep",1287,606,0.251621324798079,0.199407172495471,5.48601072979881,5.91402667599383,13,37
38,"exc","1287   606","image","2016/10/25","00152",4,"Cell1","keep",1287,606,0.251621324798079,0.199407172495471,-152.490496195649,8.18799129827276,13,38
39,"inh","1287   606","image","2016/10/25","00152",4,"Cell1","keep",1287,606,0.251621324798079,0.199407172495471,-51.5138596146407,4.93122764481498,13,39
40,"cell-attach","1287   606","intensity","2016/10/25","00152",4,"Cell1","keep",1287,606,0.251621324798079,0.199407172495471,3.9244821585277,4.21431251712048,13,40
41,"exc","1287   606","intensity","2016/10/25","00152",4,"Cell1","keep",1287,606,0.251621324798079,0.199407172495471,-99.8125376936304,9.6265060940339,13,41
42,"inh","1287   606","intensity","2016/10/25","00152",4,"Cell1","keep",1287,606,0.251621324798079,0.199407172495471,-44.8770551858037,3.15278954418472,13,42
43,"cell-attach","679  707","image","2016/10/25","00152",4,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,-0.595786985198943,2.10978736994806,13,43
44,"exc","679  707","image","2016/10/25","00152",4,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,-152.836511181891,14.6991991358661,13,44
45,"inh","679  707","image","2016/10/25","00152",4,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,62.5456501313972,5.2677576574445,13,45
46,"cell-attach","679  707","intensity","2016/10/25","00152",4,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,1.70196765625284,0.943229310330328,13,46
47,"exc","679  707","intensity","2016/10/25","00152",4,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,-8.31804029365366,4.41077712136888,13,47
48,"inh","679  707","intensity","2016/10/25","00152",4,"Cell1","keep",679,707,0.201769017645988,0.199407172495471,3.30709151080356,2.89996221080956,13,48
49,"cell-attach","1215   597","image","2016/10/25","00152",5,"Cell1","keep",1215,597,0.196391598543804,0.199407172495471,2.11261806370085,2.58125914998108,13,49
50,"exc","1215   597","image","2016/10/25","00152",5,"Cell1","keep",1215,597,0.196391598543804,0.199407172495471,-41.4658899151354,8.22132672507992,13,50
51,"inh","1215   597","image","2016/10/25","00152",5,"Cell1","keep",1215,597,0.196391598543804,0.199407172495471,0.895488300629668,7.91545181238522,13,51
52,"cell-attach","1215   597","intensity","2016/10/25","00152",5,"Cell1","keep",1215,597,0.196391598543804,0.199407172495471,0.53080613233665,0.36727391615608,13,52
53,"exc","1215   597","intensity","2016/10/25","00152",5,"Cell1","keep",1215,597,0.196391598543804,0.199407172495471,9.15060158885299,7.58167325044571,13,53
54,"inh","1215   597","intensity","2016/10/25","00152",5,"Cell1","keep",1215,597,0.196391598543804,0.199407172495471,-7.8174279857697,4.34928821143679,13,54
55,"cell-attach","690  764","image","2016/10/25","00152",5,"Cell1","keep",690,764,0.213888053652777,0.199407172495471,1.25610857537236,0.775253499055795,13,55
56,"exc","690  764","image","2016/10/25","00152",5,"Cell1","keep",690,764,0.213888053652777,0.199407172495471,-46.3000298257316,6.44984994176198,13,56
57,"inh","690  764","image","2016/10/25","00152",5,"Cell1","keep",690,764,0.213888053652777,0.199407172495471,-8.47063274657894,5.70115907994607,13,57
58,"cell-attach","690  764","intensity","2016/10/25","00152",5,"Cell1","keep",690,764,0.213888053652777,0.199407172495471,5.48362875574103,2.40156704232986,13,58
59,"exc","690  764","intensity","2016/10/25","00152",5,"Cell1","keep",690,764,0.213888053652777,0.199407172495471,-31.6266882141405,4.6009012182067,13,59
60,"inh","690  764","intensity","2016/10/25","00152",5,"Cell1","keep",690,764,0.213888053652777,0.199407172495471,-9.89796211705467,5.62066940711893,13,60
61,"cell-attach","1023   668","image","2016/10/25","01151",1,"Cell1","keep",1023,668,0.182689477739243,0.182263333966988,-2.13665299018586,1.39359773881153,13,61
62,"exc","1023   668","image","2016/10/25","01151",1,"Cell1","keep",1023,668,0.182689477739243,0.182263333966988,-66.3841114649541,5.65611388137176,13,62
63,"inh","1023   668","image","2016/10/25","01151",1,"Cell1","keep",1023,668,0.182689477739243,0.182263333966988,53.777277901916,6.86144890464967,13,63
64,"cell-attach","1023   668","intensity","2016/10/25","01151",1,"Cell1","keep",1023,668,0.182689477739243,0.182263333966988,1.30817143719671,1.76086365057443,13,64
65,"exc","1023   668","intensity","2016/10/25","01151",1,"Cell1","keep",1023,668,0.182689477739243,0.182263333966988,-5.44393826220576,6.90826787976673,13,65
66,"inh","1023   668","intensity","2016/10/25","01151",1,"Cell1","keep",1023,668,0.182689477739243,0.182263333966988,-2.40076766447295,4.72360518175646,13,66
67,"cell-attach","1313   803","image","2016/10/25","01151",1,"Cell1","keep",1313,803,0.195472787515683,0.182263333966988,1.38785006782289,0.72803565076017,13,67
68,"exc","1313   803","image","2016/10/25","01151",1,"Cell1","keep",1313,803,0.195472787515683,0.182263333966988,-46.8705124824839,3.51341967774812,13,68
69,"inh","1313   803","image","2016/10/25","01151",1,"Cell1","keep",1313,803,0.195472787515683,0.182263333966988,4.97380681002987,8.51221772253212,13,69
70,"cell-attach","1313   803","intensity","2016/10/25","01151",1,"Cell1","keep",1313,803,0.195472787515683,0.182263333966988,-0.838363627325376,0.844128320430992,13,70
71,"exc","1313   803","intensity","2016/10/25","01151",1,"Cell1","keep",1313,803,0.195472787515683,0.182263333966988,-23.6402444047444,5.87560943972827,13,71
72,"inh","1313   803","intensity","2016/10/25","01151",1,"Cell1","keep",1313,803,0.195472787515683,0.182263333966988,-13.1983196180475,3.04435173885484,13,72
73,"exc","334  476","image","2016/10/25","01151",1,"Cell1","keep",334,476,0.206881106974188,0.182263333966988,-12.2022701025325,2.40354696140552,13,73
74,"inh","334  476","image","2016/10/25","01151",1,"Cell1","keep",334,476,0.206881106974188,0.182263333966988,-82.9174288918878,69.323600464891,13,74
75,"exc","334  476","intensity","2016/10/25","01151",1,"Cell1","keep",334,476,0.206881106974188,0.182263333966988,-7.06732661915724,1.95456206204443,13,75
76,"inh","334  476","intensity","2016/10/25","01151",1,"Cell1","keep",334,476,0.206881106974188,0.182263333966988,-40.1999026020139,7.39540556010953,13,76
77,"cell-attach","1293   320","image","2016/10/25","01151",2,"Cell1","keep",1293,320,0.182385505740599,0.182263333966988,0.759956437579444,0.743455028508234,13,77
78,"exc","1293   320","image","2016/10/25","01151",2,"Cell1","keep",1293,320,0.182385505740599,0.182263333966988,-57.4329695188276,12.108326247727,13,78
79,"inh","1293   320","image","2016/10/25","01151",2,"Cell1","keep",1293,320,0.182385505740599,0.182263333966988,27.1668516446689,9.22585282557188,13,79
80,"cell-attach","1293   320","intensity","2016/10/25","01151",2,"Cell1","keep",1293,320,0.182385505740599,0.182263333966988,-0.663204899285629,0.487994902080934,13,80
81,"exc","1293   320","intensity","2016/10/25","01151",2,"Cell1","keep",1293,320,0.182385505740599,0.182263333966988,4.30908372187432,10.4728933240303,13,81
82,"inh","1293   320","intensity","2016/10/25","01151",2,"Cell1","keep",1293,320,0.182385505740599,0.182263333966988,-3.90477220472865,3.55432227150416,13,82
83,"exc","1313   803","image","2016/10/25","01151",2,"Cell1","keep",1313,803,0.199702042416706,0.182263333966988,-6.09329523774662,6.54902932613375,13,83
84,"inh","1313   803","image","2016/10/25","01151",2,"Cell1","keep",1313,803,0.199702042416706,0.182263333966988,33.1011971960273,20.9694729203541,13,84
85,"exc","1313   803","intensity","2016/10/25","01151",2,"Cell1","keep",1313,803,0.199702042416706,0.182263333966988,-12.471299982682,8.23974382747634,13,85
86,"inh","1313   803","intensity","2016/10/25","01151",2,"Cell1","keep",1313,803,0.199702042416706,0.182263333966988,2.53158004242418,26.2115613569579,13,86
87,"cell-attach","661  648","image","2016/10/25","01151",2,"Cell1","keep",661,648,0.182204899200605,0.182263333966988,0.266479958228384,0.121482003459435,13,87
88,"exc","661  648","image","2016/10/25","01151",2,"Cell1","keep",661,648,0.182204899200605,0.182263333966988,-5.79409573861171,4.31915343960276,13,88
89,"inh","661  648","image","2016/10/25","01151",2,"Cell1","keep",661,648,0.182204899200605,0.182263333966988,4.58066648049007,4.64635702556529,13,89
90,"cell-attach","661  648","intensity","2016/10/25","01151",2,"Cell1","keep",661,648,0.182204899200605,0.182263333966988,0.614282280037528,0.89456494313093,13,90
91,"exc","661  648","intensity","2016/10/25","01151",2,"Cell1","keep",661,648,0.182204899200605,0.182263333966988,-3.63467663937916,3.76120207676165,13,91
92,"inh","661  648","intensity","2016/10/25","01151",2,"Cell1","keep",661,648,0.182204899200605,0.182263333966988,-4.31400413474435,3.89960868773279,13,92
93,"cell-attach","1292   330","image","2016/10/25","01151",3,"Cell1","keep",1292,330,0.193791787364327,0.182263333966988,2.31961552447473,0.838501958965034,13,93
94,"exc","1292   330","image","2016/10/25","01151",3,"Cell1","keep",1292,330,0.193791787364327,0.182263333966988,-36.7015334326642,7.84733567945442,13,94
95,"inh","1292   330","image","2016/10/25","01151",3,"Cell1","keep",1292,330,0.193791787364327,0.182263333966988,2.7662875540224,5.41409479406422,13,95
96,"cell-attach","1292   330","intensity","2016/10/25","01151",3,"Cell1","keep",1292,330,0.193791787364327,0.182263333966988,-0.451068207149966,1.0044574789142,13,96
97,"exc","1292   330","intensity","2016/10/25","01151",3,"Cell1","keep",1292,330,0.193791787364327,0.182263333966988,-23.4938473768485,9.8220313088193,13,97
98,"inh","1292   330","intensity","2016/10/25","01151",3,"Cell1","keep",1292,330,0.193791787364327,0.182263333966988,-9.40749153823542,3.84834345010823,13,98
