,imageName,Loc_x,Loc_y,cell_id,patchId,spike_NLI,exc_NLI
243,152,1157,301,2016/11/29Cell1,152-1157-301,-1.0,-0.395653231744
244,152,1303,683,2016/11/29Cell1,152-1303-683,-0.0374385333347,0.164272921308
245,152,1161,631,2016/11/29Cell1,152-1161-631,-0.0128108750008,-1.0
246,152,1114,294,2016/11/29Cell1,152-1114-294,-0.829896196913,0.391956142051
247,152,708,741,2016/11/29Cell1,152-708-741,0.105756795225,-0.422238241319
248,152,1208,520,2016/11/29Cell1,152-1208-520,0.216977170487,-0.524930476545
249,152,252,337,2016/11/29Cell1,152-252-337,1.0,1.0
250,152,1187,597,2016/11/29Cell1,152-1187-597,-0.966978455242,-1.0
251,152,377,669,2016/11/29Cell1,152-377-669,1.0,-1.0
252,152,695,724,2016/11/29Cell1,152-695-724,-0.987718584732,0.00615104782656
253,152,1272,713,2016/11/29Cell1,152-1272-713,1.0,-0.191021689628
254,152,1158,497,2016/11/29Cell1,152-1158-497,1.0,1.0
255,152,1254,572,2016/11/29Cell1,152-1254-572,-0.0735166163667,0.111837728892
256,152,1329,545,2016/12/02Cell2,152-1329-545,-0.178474445952,0.00711736412663
257,152,1252,815,2016/12/02Cell2,152-1252-815,-1.0,1.0
258,152,1136,251,2016/12/02Cell2,152-1136-251,0.11691283232,0.631249564109
259,152,1281,806,2016/12/02Cell2,152-1281-806,-0.467461857482,0.0201018764745
260,152,889,562,2016/12/02Cell2,152-889-562,-0.12252303863,0.00336456604109
261,152,367,678,2016/12/02Cell2,152-367-678,-0.49787335169,-1.0
262,152,1273,575,2016/12/02Cell2,152-1273-575,-0.269783800938,-0.0823922965863
263,152,798,248,2016/12/02Cell2,152-798-248,-1.0,0.417172241411
264,152,1261,620,2016/12/02Cell2,152-1261-620,-0.553484438225,1.0
265,152,662,714,2016/12/02Cell2,152-662-714,-1.0,0.338801359257
266,152,837,164,2016/12/02Cell2,152-837-164,-0.273891412135,0.113964510108
267,152,440,342,2016/12/02Cell2,152-440-342,0.392353683195,0.0373030393546
268,152,1232,601,2016/12/02Cell2,152-1232-601,-0.132313389387,-0.331813891392
269,152,382,297,2016/12/02Cell2,152-382-297,-0.99161420676,0.111035129957
270,152,832,249,2016/12/02Cell2,152-832-249,0.430993906583,0.459432008654
271,152,341,352,2016/12/02Cell2,152-341-352,1.0,0.379212922663
272,152,920,561,2016/12/02Cell2,152-920-561,-1.0,-1.0
273,152,969,527,2016/12/02Cell2,152-969-527,1.0,0.817761208211
274,152,484,837,2016/12/02Cell2,152-484-837,-1.0,-1.0
275,152,599,743,2016/12/02Cell2,152-599-743,0.628493256815,0.431930126583
276,152,1143,620,2016/12/02Cell2,152-1143-620,-1.0,-0.137074270454
277,152,1226,250,2016/12/02Cell2,152-1226-250,0.288932413111,0.0121300376348
278,152,488,348,2016/12/02Cell2,152-488-348,-1.0,-0.0147627179147
279,152,1144,261,2016/12/02Cell2,152-1144-261,-1.0,0.300693621958
280,152,247,383,2016/12/02Cell2,152-247-383,0.00292570228378,-0.163503309658
281,152,359,293,2016/12/02Cell2,152-359-293,-1.0,-0.694492950104
282,152,1323,692,2016/12/02Cell2,152-1323-692,0.0871864807439,0.0520642887084
283,152,852,256,2016/12/02Cell2,152-852-256,-1.0,0.0727832728158
284,152,1306,641,2016/12/02Cell2,152-1306-641,-0.19454036795,0.11945480321
285,152,1302,763,2016/12/02Cell2,152-1302-763,-1.0,1.0
